* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 5, 1, 1
3725, none, regions_unexplored:chalk_cliffs, MONSTER, grimoireofgaia:creep, 80, 2, 4
3726, none, regions_unexplored:chalk_cliffs, MONSTER, grimoireofgaia:deathword, 40, 1, 2
3727, none, regions_unexplored:chalk_cliffs, MONSTER, grimoireofgaia:ender_eye, 40, 2, 4
3728, none, regions_unexplored:chalk_cliffs, MONSTER, grimoireofgaia:flesh_lich, 40, 1, 2
3729, none, regions_unexplored:chalk_cliffs, MONSTER, species:ghoul, 15, 1, 1
3730, none, regions_unexplored:chalk_cliffs, MONSTER, species:limpet, 80, 1, 1
3731, none, regions_unexplored:chalk_cliffs, MONSTER, grimoireofgaia:mimic, 40, 1, 1
3732, none, regions_unexplored:chalk_cliffs, MONSTER, species:quake, 20, 1, 1
3733, none, regions_unexplored:chalk_cliffs, MONSTER, species:wicked, 40, 1, 3
3734, none, regions_unexplored:chalk_cliffs, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3735, none, regions_unexplored:chalk_cliffs, MONSTER, alexsmobs:farseer, 30, 1, 1
3736, none, regions_unexplored:chalk_cliffs, MONSTER, alexsmobs:murmur, 5, 1, 1
3737, none, regions_unexplored:chalk_cliffs, MONSTER, quark:toretoise, 40, 1, 3
3738, none, regions_unexplored:chalk_cliffs, MONSTER, mowziesmobs:grottol, 5, 1, 1
3739, none, regions_unexplored:chalk_cliffs, MONSTER, more_critters:shriekbat, 5, 1, 1
3740, none, regions_unexplored:chalk_cliffs, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3741, none, regions_unexplored:chalk_cliffs, CREATURE, exoticbirds:pigeon, 12, 2, 5
3742, none, regions_unexplored:chalk_cliffs, CREATURE, ars_nouveau:drygmy, 5, 1, 2
3743, none, regions_unexplored:chalk_cliffs, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
3744, none, regions_unexplored:chalk_cliffs, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3745, none, regions_unexplored:chalk_cliffs, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3746, none, regions_unexplored:chalk_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
3747, none, regions_unexplored:chalk_cliffs, AMBIENT, alexsmobs:fly, 5, 2, 3
3748, none, regions_unexplored:chalk_cliffs, AMBIENT, alexsmobs:cockroach, 5, 5, 5
3749, none, regions_unexplored:chalk_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3750, none, regions_unexplored:chalk_cliffs, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
3751, none, regions_unexplored:chalk_cliffs, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
3752, none, regions_unexplored:chalk_cliffs, WATER_CREATURE, unusualfishmod:shockcat, 20, 1, 2
3753, none, regions_unexplored:chalk_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3754, none, regions_unexplored:chalk_cliffs, WATER_AMBIENT, unusualfishmod:blindsailfin, 30, 1, 1
3755, none, regions_unexplored:chalk_cliffs, WATER_AMBIENT, fintastic:minnow, 7, 3, 8
3756, none, regions_unexplored:chalk_cliffs, WATER_AMBIENT, unusualfishmod:hatchet_fish, 30, 1, 4
3757, none, regions_unexplored:chalk_cliffs, rascals, friendsandfoes:rascal, 5, 1, 1
3758, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:spider, 80, 4, 4
3759, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie, 80, 4, 4
3760, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
3761, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:skeleton, 80, 4, 4
3762, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:slime, 80, 4, 4
3763, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:witch, 5, 1, 1
3764, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:arachne, 80, 1, 2
3765, extreme_hills, minecraft:cherry_grove, MONSTER, species:bewereager, 30, 1, 2
3766, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:bone_knight, 40, 1, 2
3767, extreme_hills, minecraft:cherry_grove, MONSTER, species:cliff_hanger, 20, 1, 1
3768, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:creep, 80, 2, 4
3769, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:deathword, 40, 1, 2
3770, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:ender_eye, 40, 2, 4
3771, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:flesh_lich, 40, 1, 2
3772, extreme_hills, minecraft:cherry_grove, MONSTER, species:ghoul, 15, 1, 1
3773, extreme_hills, minecraft:cherry_grove, MONSTER, species:limpet, 80, 1, 1
3774, extreme_hills, minecraft:cherry_grove, MONSTER, grimoireofgaia:mimic, 40, 1, 1
3775, extreme_hills, minecraft:cherry_grove, MONSTER, species:quake, 20, 1, 1
3776, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:dicer, 5, 1, 1
3777, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:frowzy, 60, 4, 4
3778, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:guzzler, 5, 1, 1
3779, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:pale_spider, 60, 4, 4
3780, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:ramble, 5, 1, 1
3781, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:slug, 40, 2, 2
3782, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:terror, 10, 1, 1
3783, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:trembler, 20, 1, 1
3784, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:umber_spider, 30, 4, 4
3785, extreme_hills, minecraft:cherry_grove, MONSTER, opposing_force:volt, 10, 4, 4
3786, extreme_hills, minecraft:cherry_grove, MONSTER, species:wicked, 40, 1, 3
3787, extreme_hills, minecraft:cherry_grove, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3788, extreme_hills, minecraft:cherry_grove, MONSTER, alexsmobs:farseer, 30, 1, 1
3789, extreme_hills, minecraft:cherry_grove, MONSTER, alexsmobs:murmur, 5, 1, 1
3790, extreme_hills, minecraft:cherry_grove, MONSTER, quark:toretoise, 40, 1, 3
3791, extreme_hills, minecraft:cherry_grove, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
3792, extreme_hills, minecraft:cherry_grove, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 4
3793, extreme_hills, minecraft:cherry_grove, MONSTER, mowziesmobs:grottol, 5, 1, 1
3794, extreme_hills, minecraft:cherry_grove, MONSTER, more_critters:shriekbat, 5, 1, 1
3795, extreme_hills, minecraft:cherry_grove, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3796, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:rabbit, 10, 3, 5
3797, extreme_hills, minecraft:cherry_grove, CREATURE, exoticbirds:pigeon, 12, 2, 5
3798, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
3799, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3800, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:sunbird, 5, 1, 1
3801, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
3802, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:crow, 10, 3, 5
3803, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:tiger, 30, 1, 3
3804, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:skunk, 7, 1, 2
3805, extreme_hills, minecraft:cherry_grove, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3806, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:drygmy, 5, 1, 2
3807, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
3808, extreme_hills, minecraft:cherry_grove, CREATURE, friendsandfoes:moobloom, 5, 2, 4
3809, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3810, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3811, extreme_hills, minecraft:cherry_grove, AMBIENT, minecraft:bat, 10, 8, 8
3812, extreme_hills, minecraft:cherry_grove, AMBIENT, alexsmobs:fly, 5, 2, 3
3813, extreme_hills, minecraft:cherry_grove, AMBIENT, alexsmobs:cockroach, 5, 5, 5
3814, extreme_hills, minecraft:cherry_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3815, extreme_hills, minecraft:cherry_grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
3816, extreme_hills, minecraft:cherry_grove, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
3817, extreme_hills, minecraft:cherry_grove, WATER_CREATURE, unusualfishmod:shockcat, 20, 1, 2
3818, extreme_hills, minecraft:cherry_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3819, extreme_hills, minecraft:cherry_grove, WATER_AMBIENT, unusualfishmod:blindsailfin, 30, 1, 1
3820, extreme_hills, minecraft:cherry_grove, WATER_AMBIENT, fintastic:minnow, 7, 3, 8
3821, extreme_hills, minecraft:cherry_grove, WATER_AMBIENT, unusualfishmod:hatchet_fish, 30, 1, 4
3822, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
3823, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
3824, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
3825, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
3826, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:bluemoon, 80, 1, 4
3827, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:bluemoon_caterpillar, 80, 1, 4
3828, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:bluemoon_chrysalis, 80, 1, 4
3829, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:bluemoon_egg, 80, 1, 4
3830, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:christmas, 80, 1, 4
3831, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:christmas_caterpillar, 80, 1, 4
3832, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:christmas_chrysalis, 80, 1, 4
3833, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:christmas_egg, 80, 1, 4
3834, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commander, 80, 1, 4
3835, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commander_caterpillar, 80, 1, 4
3836, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commander_chrysalis, 80, 1, 4
3837, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commander_egg, 80, 1, 4
3838, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common-crow, 80, 1, 4
3839, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common-crow_caterpillar, 80, 1, 4
3840, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common-crow_chrysalis, 80, 1, 4
3841, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common-crow_egg, 80, 1, 4
3842, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common, 80, 1, 4
3843, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common_caterpillar, 80, 1, 4
3844, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common_chrysalis, 80, 1, 4
3845, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:common_egg, 80, 1, 4
3846, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commonbirdwing, 20, 1, 2
3847, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_caterpillar, 20, 1, 2
3848, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_chrysalis, 20, 1, 2
3849, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_egg, 20, 1, 2
3850, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:emperor, 80, 1, 4
3851, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:emperor_caterpillar, 80, 1, 4
3852, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:emperor_chrysalis, 80, 1, 4
3853, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:emperor_egg, 80, 1, 4
3854, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
3855, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
3856, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
3857, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
3858, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron, 50, 1, 3
3859, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_caterpillar, 50, 1, 3
3860, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_chrysalis, 50, 1, 3
3861, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_egg, 50, 1, 3
3862, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
3863, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
3864, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
3865, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
3866, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peacock, 80, 1, 4
3867, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peacock_caterpillar, 80, 1, 4
3868, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peacock_chrysalis, 80, 1, 4
3869, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peacock_egg, 80, 1, 4
3870, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:rainbow, 50, 1, 3
3871, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:rainbow_caterpillar, 50, 1, 3
3872, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:rainbow_chrysalis, 50, 1, 3
3873, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:rainbow_egg, 50, 1, 3
3874, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:bluemoonmale, 80, 1, 4
3875, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:atlas, 20, 1, 2
3876, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:atlas_caterpillar, 20, 1, 2
3877, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:atlas_chrysalis, 20, 1, 2
3878, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:atlas_egg, 20, 1, 2
3879, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:codling, 80, 1, 4
3880, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:codling_caterpillar, 80, 1, 4
3881, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:codling_chrysalis, 80, 1, 4
3882, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:codling_egg, 80, 1, 4
3883, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:luna, 50, 1, 3
3884, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:luna_caterpillar, 50, 1, 3
3885, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:luna_chrysalis, 50, 1, 3
3886, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:luna_egg, 50, 1, 3
3887, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:oak-silk, 80, 1, 4
3888, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:oak-silk_caterpillar, 80, 1, 4
3889, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:oak-silk_chrysalis, 80, 1, 4
3890, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:oak-silk_egg, 80, 1, 4
3891, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peppered, 80, 1, 4
3892, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peppered_caterpillar, 80, 1, 4
3893, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peppered_chrysalis, 80, 1, 4
3894, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:peppered_egg, 80, 1, 4
3895, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:spongy, 80, 1, 4
3896, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:spongy_caterpillar, 80, 1, 4
3897, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:spongy_chrysalis, 80, 1, 4
3898, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:spongy_egg, 80, 1, 4
3899, extreme_hills, minecraft:cherry_grove, BUTTERFLY_SPAWNS, butterflies:spongymale, 80, 1, 4
3900, extreme_hills, minecraft:cherry_grove, rascals, friendsandfoes:rascal, 5, 1, 1
3901, none, twilightforest:clearing, MONSTER, alexsmobs:farseer, 30, 1, 1
3902, none, twilightforest:clearing, MONSTER, quark:toretoise, 40, 1, 3
3903, none, twilightforest:clearing, MONSTER, mowziesmobs:grottol, 5, 1, 1
3904, none, twilightforest:clearing, MONSTER, more_critters:shriekbat, 5, 1, 1
3905, none, twilightforest:clearing, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3906, none, twilightforest:clearing, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
3907, none, twilightforest:clearing, CREATURE, twilightforest:boar, 10, 4, 4
3908, none, twilightforest:clearing, CREATURE, twilightforest:deer, 15, 4, 5
3909, none, twilightforest:clearing, CREATURE, minecraft:wolf, 5, 2, 4
3910, none, twilightforest:clearing, CREATURE, twilightforest:tiny_bird, 15, 4, 8
3911, none, twilightforest:clearing, CREATURE, twilightforest:squirrel, 10, 2, 4
3912, none, twilightforest:clearing, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
3913, none, twilightforest:clearing, CREATURE, twilightforest:raven, 10, 1, 2
3914, none, deep_aether:cloud, MONSTER, alexsmobs:farseer, 30, 1, 1
3915, none, deep_aether:cloud, MONSTER, quark:toretoise, 40, 1, 3
3916, none, deep_aether:cloud, MONSTER, mowziesmobs:grottol, 5, 1, 1
3917, none, deep_aether:cloud, MONSTER, mowziesmobs:naga, 5, 1, 1
3918, none, deep_aether:cloud, MONSTER, more_critters:shriekbat, 5, 1, 1
3919, none, deep_aether:cloud, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3920, none, deep_aether:cloud, WATER_CREATURE, deep_aether:aerglow_fish, 5, 1, 3
3921, none, deep_aether:cloud, AETHER_SURFACE_MONSTER, aether:whirlwind, 5, 1, 1
3922, none, deep_aether:cloud, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 5, 1, 1
3923, none, deep_aether:cloud, AETHER_DARKNESS_MONSTER, aether:cockatrice, 8, 1, 1
3924, none, deep_aether:cloud, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
3925, none, deep_aether:cloud, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
3926, none, aether_redux:cloudcaps, MONSTER, alexsmobs:farseer, 30, 1, 1
3927, none, aether_redux:cloudcaps, MONSTER, quark:toretoise, 40, 1, 3
3928, none, aether_redux:cloudcaps, MONSTER, mowziesmobs:grottol, 5, 1, 1
3929, none, aether_redux:cloudcaps, MONSTER, mowziesmobs:naga, 5, 1, 1
3930, none, aether_redux:cloudcaps, MONSTER, more_critters:shriekbat, 5, 1, 1
3931, none, aether_redux:cloudcaps, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3932, none, aether_redux:cloudcaps, CREATURE, aether_redux:shimmercow, 18, 2, 5
3933, none, aether_redux:cloudcaps, CREATURE, aether_redux:mykapod, 16, 1, 3
3934, none, aether_redux:cloudcaps, WATER_CREATURE, deep_aether:aerglow_fish, 5, 1, 3
3935, none, aether_redux:cloudcaps, AETHER_SURFACE_MONSTER, aether:aechor_plant, 7, 1, 1
3936, none, aether_redux:cloudcaps, AETHER_SURFACE_MONSTER, aether:blue_swet, 6, 1, 1
3937, none, aether_redux:cloudcaps, AETHER_SURFACE_MONSTER, aether:golden_swet, 6, 1, 1
3938, none, aether_redux:cloudcaps, AETHER_SURFACE_MONSTER, aether:whirlwind, 5, 1, 1
3939, none, aether_redux:cloudcaps, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 5, 1, 1
3940, none, aether_redux:cloudcaps, AETHER_DARKNESS_MONSTER, aether:cockatrice, 8, 1, 1
3941, none, aether_redux:cloudcaps, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
3942, none, aether_redux:cloudcaps, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
3943, none, regions_unexplored:clover_plains, MONSTER, minecraft:spider, 80, 4, 4
3944, none, regions_unexplored:clover_plains, MONSTER, minecraft:zombie, 80, 4, 4
3945, none, regions_unexplored:clover_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
3946, none, regions_unexplored:clover_plains, MONSTER, minecraft:skeleton, 80, 4, 4
3947, none, regions_unexplored:clover_plains, MONSTER, minecraft:creeper, 80, 4, 4
3948, none, regions_unexplored:clover_plains, MONSTER, minecraft:slime, 80, 4, 4
3949, none, regions_unexplored:clover_plains, MONSTER, minecraft:enderman, 5, 1, 4
3950, none, regions_unexplored:clover_plains, MONSTER, minecraft:witch, 5, 1, 1
3951, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:arachne, 80, 1, 2
3952, none, regions_unexplored:clover_plains, MONSTER, species:bewereager, 30, 1, 2
3953, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:bone_knight, 40, 1, 2
3954, none, regions_unexplored:clover_plains, MONSTER, species:cliff_hanger, 20, 1, 1
3955, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:creep, 80, 2, 4
3956, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:deathword, 40, 1, 2
3957, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:ender_eye, 40, 2, 4
3958, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:flesh_lich, 40, 1, 2
3959, none, regions_unexplored:clover_plains, MONSTER, species:ghoul, 15, 1, 1
3960, none, regions_unexplored:clover_plains, MONSTER, species:limpet, 80, 1, 1
3961, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:mimic, 40, 1, 1
3962, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:centaur, 20, 4, 6
3963, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:harpy, 80, 2, 4
3964, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:minotaur, 10, 1, 1
3965, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:minotaurus, 80, 2, 4
3966, none, regions_unexplored:clover_plains, MONSTER, grimoireofgaia:satyress, 20, 2, 4
3967, none, regions_unexplored:clover_plains, MONSTER, species:quake, 20, 1, 1
3968, none, regions_unexplored:clover_plains, MONSTER, species:wicked, 40, 1, 3
3969, none, regions_unexplored:clover_plains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3970, none, regions_unexplored:clover_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
3971, none, regions_unexplored:clover_plains, MONSTER, alexsmobs:murmur, 5, 1, 1
3972, none, regions_unexplored:clover_plains, MONSTER, quark:toretoise, 40, 1, 3
3973, none, regions_unexplored:clover_plains, MONSTER, mowziesmobs:grottol, 5, 1, 1
3974, none, regions_unexplored:clover_plains, MONSTER, more_critters:shriekbat, 5, 1, 1
3975, none, regions_unexplored:clover_plains, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
3976, none, regions_unexplored:clover_plains, CREATURE, minecraft:horse, 5, 2, 6
3977, none, regions_unexplored:clover_plains, CREATURE, minecraft:donkey, 5, 1, 3
3978, none, regions_unexplored:clover_plains, CREATURE, exoticbirds:hummingbird, 20, 2, 5
3979, none, regions_unexplored:clover_plains, CREATURE, exoticbirds:peafowl, 6, 2, 5
3980, none, regions_unexplored:clover_plains, CREATURE, exoticbirds:pigeon, 12, 2, 5
3981, none, regions_unexplored:clover_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
3982, none, regions_unexplored:clover_plains, CREATURE, alexsmobs:crow, 10, 3, 5
3983, none, regions_unexplored:clover_plains, CREATURE, alexsmobs:bison, 9, 6, 10
3984, none, regions_unexplored:clover_plains, CREATURE, ars_nouveau:drygmy, 5, 1, 2
3985, none, regions_unexplored:clover_plains, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
3986, none, regions_unexplored:clover_plains, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3987, none, regions_unexplored:clover_plains, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3988, none, regions_unexplored:clover_plains, AMBIENT, minecraft:bat, 10, 8, 8
3989, none, regions_unexplored:clover_plains, AMBIENT, alexsmobs:fly, 5, 2, 3
3990, none, regions_unexplored:clover_plains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
3991, none, regions_unexplored:clover_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3992, none, regions_unexplored:clover_plains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
3993, none, regions_unexplored:clover_plains, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
